episode,reward
30000,-0.59
30100,-1.2385
30200,-1.007
30300,-0.9395
30400,-1.355
30500,-1.173
30600,-1.042
30700,-1.269
30800,-1.027
30900,-1.2825
31000,-0.9125
31100,-0.7995
31200,-1.2085
31300,-0.87
31400,-1.0735
31500,-1.061
31600,-0.954
31700,-1.273
31800,-1.441
31900,-1.2715
32000,-1.131
32100,-1.169
32200,-1.205
32300,-0.9755
32400,-1.0545
32500,-0.97
32600,-0.938
32700,-1.2125
32800,-1.1615
32900,-1.316
33000,-1.1075
33100,-1.0065
33200,-1.0615
33300,-1.179
33400,-1.0255
33500,-0.9565
33600,-1.2045
33700,-1.128
33800,-1.0755
33900,-1.008
34000,-1.024
34100,-0.905
34200,-0.8735
34300,-0.901
34400,-1.177
34500,-0.9705
34600,-1.006
34700,-1.0225
34800,-1.0795
34900,-1.2305
35000,-1.0105
35100,-1.0915
35200,-1.397
35300,-1.078
35400,-0.9765
35500,-1.1015
35600,-1.1055
35700,-1.219
35800,-1.332
35900,-1.073
36000,-0.9695
36100,-1.219
36200,-1.0985
36300,-1.045
36400,-0.9215
36500,-0.6885
36600,-1.282
36700,-1.357
36800,-1.2875
36900,-1.4685
37000,-1.26
37100,-0.903
37200,-1.928
37300,-1.7315
37400,-1.4415
37500,-1.1855
37600,-1.5855
37700,-1.304
37800,-1.7245
37900,-1.4095
38000,-1.6395
38100,-1.232
38200,-1.299
38300,-1.686
38400,-1.7545
38500,-1.5165
38600,-1.475
38700,-1.8975
38800,-1.674
38900,-1.2125
39000,-1.999
39100,-1.894
39200,-1.5945
39300,-1.6445
39400,-1.708
39500,-1.69
39600,-1.3505
39700,-1.9225
39800,-1.7105
39900,-1.645
40000,-1.2025
40100,-1.8045
40200,-1.762
40300,-1.423
40400,-1.3525
40500,-1.691
40600,-1.6285
40700,-1.4265
40800,-1.465
40900,-1.609
41000,-1.483
41100,-1.5775
41200,-1.298
41300,-1.347
41400,-1.4275
41500,-1.1495
41600,-1.4195
41700,-1.465
41800,-1.572
41900,-1.5285
42000,-1.275
42100,-1.7035
42200,-1.4385
42300,-1.299
42400,-1.45
42500,-1.3735
42600,-1.1325
42700,-1.3985
42800,-1.548
42900,-1.4025
43000,-1.6105
43100,-1.548
43200,-1.383
43300,-1.5805
43400,-1.7375
43500,-1.465
43600,-1.4635
43700,-1.7995
43800,-1.174
43900,-1.609
44000,-1.3735
44100,-0.8685
44200,-1.5375
44300,-1.0565
44400,-1.0755
44500,-0.8405
44600,-1.7545
44700,-1.0105
44800,-0.8935
44900,-1.6135
45000,-0.997
45100,-1.1265
45200,-1.4365
45300,-1.1035
45400,-1.15
45500,-0.976
45600,-0.9995
45700,-1.012
45800,-0.7015
45900,-0.9115
46000,-1.0595
46100,-1.484
46200,-1.113
46300,-1.3825
46400,-0.952
46500,-1.2575
46600,-1.5
46700,-1.3965
46800,-1.9505
46900,-1.556
47000,-1.161
47100,-1.9165
47200,-1.7045
47300,-1.4895
47400,-1.9905
47500,-1.704
47600,-1.459
47700,-2.204
47800,-1.6915
47900,-2.2365
48000,-1.4835
48100,-2.021
48200,-2.4445
48300,-2.54
48400,-3.076
48500,-2.536
48600,-2.6195
48700,-2.7845
48800,-2.852
48900,-4.349
49000,-2.916
49100,-3.737
49200,-3.7025
49300,-4.266
49400,-4.882
49500,-4.8735
49600,-4.72
49700,-4.1325
49800,-4.644
49900,-6.3235
